School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
609764,Benito Juarez Community Academy High School,HS,2150 S Laflin St ,Chicago,60608,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,46,Average,53,Average,44,Average,45,Average,Average,48,NDA,NDA,NDA,NDA,83.70%,17.2,95.80%,99.50%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.2,13.7,14.6,14.5,1.3,15.8,14.8,56.2,48.8,1683,39,71.1,41.85267306,-87.66376931
610265,Benjamin Banneker Elementary School,ES,6656 S Normal Blvd ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,36,NDA,NDA,Weak,35,Average,58,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.30%,26.9,93.90%,100.00%,NDA,31.1,10.9,11.8,40,34.4,34.4,31.1,55.7,60.5,25.9,30.8,7.9,1.5,0.7,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,302,45,NDA,41.77275433,-87.63729464
610290,Benjamin E Mays Elementary Academy,ES,838 W Marquette Rd ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,27,Weak,23,Average,55,Average,48,Average,Weak,37,NDA,NDA,NDA,NDA,95.50%,0.3,96.60%,100.00%,NDA,60.7,45.9,26.8,47.2,60.2,37.2,24.7,60.7,57.8,17.1,31.4,17.4,9.6,0.1,-0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,301,45,NDA,41.77256081,-87.64612737
610076,Bernhard Moos Elementary School,ES,1711 N California Ave ,Chicago,60647,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,50,Weak,34,Average,47,Weak,32,Weak,Weak,31,NDA,NDA,NDA,NDA,93.00%,45.5,96.30%,98.50%,52.7,52.4,43,26.5,60.8,61.6,60.6,30.5,70.8,61.3,10.9,12.7,24,7.5,1.4,0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,34,NDA,41.9125311,-87.69690545
610150,Betsy Ross Elementary School,ES,6059 S Wabash Ave ,Chicago,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,39,NDA,NDA,Average,51,Average,50,NDA,NDA,NDA,Weak,37,Weak,44,88.90%,64.1,93.90%,97.90%,25.3,31,10.3,8.2,31.5,22.8,24.4,20.2,56.3,38.1,0,5.3,2.5,2,-0.1,-1.1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,350,42,NDA,41.78383382,-87.62365383
610175,Beulah Shoesmith Elementary School,ES,1330 E 50th St ,Chicago,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,45,Average,54,Average,40,Weak,39,Weak,Average,41,Average,49,Weak,45,94.70%,0.3,94.80%,100.00%,65,12,32.5,28.4,54.4,61.3,56.4,43.6,83.3,66.7,NDA,NDA,10.8,19.6,0,1.6,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,325,46,NDA,41.80432122,-87.59392226
610087,Blair Early Childhood Center,ES,6751 W 63rd Pl ,Chicago,60638,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,NDA,NDA,No,NDA,,Strong,64,NDA,,NDA,,Strong,Strong,66,Strong,58,Strong,65,80.20%,0.8,94.80%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,137,44,NDA,41.77652935,-87.79056836
609969,Bret Harte Elementary School,ES,1556 E 56th St ,Chicago,60637,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Probation,No,Strong,63,NDA,NDA,Strong,77,Strong,76,NDA,NDA,NDA,Average,47,Weak,44,94.20%,17.9,95.40%,98.50%,57.1,NDA,52.8,60,66.1,60.8,43.8,60.4,60.4,64.6,NDA,NDA,27.5,21.9,0.4,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,340,46,NDA,41.7934746,-87.58686328
610106,Brian Piccolo Elementary Specialty School,ES,1040 N Keeler Ave ,Chicago,60651,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,27,NDA,NDA,Weak,29,Weak,31,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.60%,65.8,95.00%,92.90%,29.2,19.6,9.7,15.2,40.9,43,20.6,16.5,51.3,48.1,6.8,5.1,3.4,1.6,-0.2,-1.4,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,34,NDA,41.9001461,-87.73129753
610317,Brighton Park Elementary School,ES,3825 S Washtenaw Ave ,Chicago,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,55,NDA,NDA,Average,49,Average,43,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.30%,2.6,95.90%,100.00%,64.5,50,37.7,32.2,51.2,58.8,46.1,39.7,64.7,53.9,6,20.9,18.6,11.4,0.8,0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,691,39,NDA,41.82391375,-87.69204069
610381,Bronzeville Scholastic Academy High School,HS,4934 S Wabash Ave ,Chicago,60615,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,41,Weak,38,Average,42,Average,43,Weak,Very Weak,15,Average,51,Weak,43,92.30%,16.2,95.60%,97.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.3,13.8,15.3,15.7,1.4,16.3,14.7,85.3,73.2,550,42,71.1,41.80456384,-87.62448408
609821,Burnham Elementary Inclusive Academy,ES,1903 E 96th St ,Chicago,60617,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,61,Strong,77,Very Strong,85,Very Strong,99,Strong,Strong,71,Strong,54,Average,47,95.50%,29.4,96.90%,96.00%,75.9,65.1,59.1,43.6,61.1,79.6,77.2,58.7,57.5,65.5,8.7,26.1,36.5,22,1.3,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,286,47,NDA,41.72050221,-87.57759489
609827,Burnside Elementary Scholastic Academy,ES,650 E 91st Pl ,Chicago,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,51,NDA,NDA,Average,58,Strong,70,NDA,NDA,NDA,Average,48,Average,47,94.90%,8.9,94.90%,100.00%,81.7,55.8,31.1,38.5,49.3,39.9,40.6,33,52.4,49.4,18.6,35.6,15.5,14.3,0,-0.4,Yellow,Yellow,20.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,766,45,NDA,41.72850759,-87.60747108
610353,Calmeca Academy of Fine Arts and Dual Language,ES,3456 W 38th St ,Chicago,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,Yes,Average,58,Strong,67,Average,59,Strong,72,Strong,Average,55,Average,51,Strong,57,96.50%,1.9,96.90%,100.00%,47,NDA,44.2,23.9,52.8,64.5,35.8,26.6,49.8,49.3,16.1,21,13.9,10.3,-0.7,1.5,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,792,39,NDA,41.82440547,-87.71160875
609729,Carl Schurz High School,HS,3601 N Milwaukee Ave ,Chicago,60641,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,48,Weak,36,Weak,36,Weak,29,Weak,Weak,31,NDA,NDA,NDA,NDA,81.20%,13.8,96.00%,98.90%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.1,12.9,14.3,14,0.9,15.6,9.7,62.1,40.4,2366,29,61.6,41.94640794,-87.73562542
610039,Carl von Linne Elementary School,ES,3221 N Sacramento Ave ,Chicago,60618,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,68,Average,49,Strong,66,Strong,75,Weak,Average,44,Average,50,Strong,55,95.80%,1.8,96.30%,100.00%,66.1,41.2,40.2,29.7,51.3,72,49.4,44.2,64.4,67.6,20.4,40.7,24.8,15.1,1.2,0.9,Green,Green,48.2,24,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,644,31,NDA,41.94001885,-87.70259825
610238,Carrie Jacobs Bond Elementary School,ES,7050 S May St ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,54,Average,49,Strong,67,Strong,63,Weak,Weak,32,Average,53,Average,52,91.70%,18.8,94.30%,96.90%,NDA,56.5,34,16.1,41.7,48.3,41.3,23.8,65.8,52.8,7.7,11.5,7.9,5.6,-0.2,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,343,45,NDA,41.76538639,-87.65305514
609839,Carroll-Rosenwald Specialty Elementary School,ES,2929 W 83rd St ,Chicago,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,35,NDA,NDA,Very Weak,12,Very Weak,12,NDA,NDA,NDA,Average,48,Average,47,94.80%,27.8,95.60%,100.00%,63.1,47.5,26.7,29.4,52,38.4,37.1,27.7,45.1,43.5,13.8,30,11.8,9.1,-0.6,0.6,Red,Yellow,10.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,537,43,NDA,41.74248931,-87.696003
610345,Carter G Woodson South Elementary School,ES,4414 S Evans ,Chicago,60653,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,26,Weak,27,Very Weak,2,Very Weak,1,Weak,Average,41,Weak,44,Average,47,91.90%,70.5,94.70%,98.40%,65.3,50.8,9.8,6.3,31.7,33.3,9.1,18.2,33.7,40.4,8,16,4.3,2.4,-0.7,-2.4,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,329,40,NDA,41.81447955,-87.60845505
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,4747 S Marshfield Ave ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,54,Average,52,Strong,63,Average,52,Average,Average,50,Weak,45,Average,51,95.10%,11.1,96.10%,100.00%,59.6,37.8,37.7,16.5,49.8,74.2,62.7,28,80.7,63.3,9.2,10.8,19.8,8.4,2,0,Green,Yellow,44.6,18.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,915,42,NDA,41.80715514,-87.66600055
609679,Charles Allen Prosser Career Academy High School,HS,2148 N Long Ave ,Chicago,60639,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,59,Average,47,Average,53,Average,51,Weak,Average,44,Weak,46,Weak,45,86.00%,9.7,94.40%,99.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.5,15.1,16.3,16.2,0.7,17.9,27.7,78.7,58,1415,29,79.4,41.92003613,-87.76108432
610005,Charles Evans Hughes Elementary School,ES,4247 W 15th St ,Chicago,60623,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,42,NDA,NDA,Very Strong,82,Strong,72,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.40%,0,94.70%,100.00%,69.2,63.3,32.6,16.9,40.3,76,54.8,20.8,69.6,45.8,5.9,23.5,12.2,4.7,0.5,-1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,315,36,NDA,41.86049033,-87.73177486
609879,Charles Gates Dawes Elementary School,ES,3810 W 81st Pl ,Chicago,60652,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,44,Weak,38,Weak,27,Weak,30,Strong,Average,54,Average,50,Average,48,95.70%,35.6,95.60%,99.50%,54.3,24,39.9,42.9,66.9,76.5,52.3,56.2,70.1,65.3,19.8,35.5,23.1,13.6,0.5,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1032,44,NDA,41.74510467,-87.71738613
609966,Charles G Hammond Elementary School,ES,2819 W 21st Pl ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,40,NDA,NDA,Average,41,Average,43,NDA,NDA,NDA,Weak,43,Weak,45,95.30%,8.5,95.20%,92.00%,77.4,NDA,27.4,24.8,62.4,53.7,38.1,28.8,60.2,59.8,12.8,5.3,10.1,5.8,0.5,0.2,Yellow,Yellow,25,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,446,39,NDA,41.85269133,-87.69627777
610366,Charles H Wacker Elementary School,ES,9746 S Morgan St ,Chicago,60643,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,32,NDA,NDA,Weak,34,Weak,32,NDA,NDA,NDA,Average,50,Weak,41,93.40%,11.5,93.40%,100.00%,64.5,53.9,20.8,31,34.8,40.6,66.7,60,85.7,67.2,7.7,23.1,17.4,15.9,1.8,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,246,49,NDA,41.7162148,-87.6480814
610030,Charles Kozminski Elementary Community Academy,ES,936 E 54th St ,Chicago,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,36,NDA,NDA,Weak,35,Average,40,NDA,NDA,NDA,Weak,39,Weak,42,92.00%,55.6,94.40%,100.00%,60,34.9,27.5,24.6,36.9,33.9,14.7,23.8,37.9,43.4,6.5,18.8,5,6.1,-1.2,-1.1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,403,46,NDA,41.7980295,-87.60246287
609996,Charles N Holden Elementary School,ES,1104 W 31st St ,Chicago,60608,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,53,Average,44,Average,50,Weak,35,Average,Average,51,Strong,54,Average,50,94.90%,4.7,96.00%,100.00%,53.2,NDA,33.9,26.1,49.2,45.7,56.8,37.4,57.3,58.2,28,37.5,16.7,11.5,-0.8,0,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,600,40,NDA,41.83805473,-87.65380002
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,8546 S Cregier ,Chicago,60617,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,25,Weak,31,Average,40,Average,44,Weak,Weak,25,Weak,44,Average,47,92.70%,30.7,94.70%,100.00%,60.6,67.6,25.3,23.4,54,38.2,42.7,26.5,52.8,48.1,4.8,14.3,10.9,6.8,0.9,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,291,47,NDA,41.73922735,-87.58076569
609732,Charles P Steinmetz Academic Centre High School,HS,3030 N Mobile Ave ,Chicago,60634,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,26,Weak,35,Weak,29,Weak,34,Weak,Weak,32,NDA,NDA,NDA,NDA,79.20%,30.4,96.20%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,13.8,13.8,14.3,1.3,16.1,16.3,56.7,47,1890,30,70.3,41.93563171,-87.78355194
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,58,Average,40,Average,44,Weak,34,Weak,Average,46,Average,49,Strong,54,95.60%,33.8,96.20%,100.00%,50.3,35.6,37.7,33.5,59.6,68.5,29.6,36.1,60.6,51.2,16.7,19.2,16,6.9,-0.2,-0.8,Yellow,Red,21,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,622,35,NDA,41.92334998,-87.70543099
609986,Charles R Henderson Elementary School,ES,5650 S Wolcott Ave ,Chicago,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Very Weak,16,NDA,NDA,Weak,32,Weak,38,NDA,NDA,NDA,Weak,46,Weak,44,89.20%,80.6,93.60%,100.00%,38.8,23.1,21.6,18,52.8,55.9,18.8,14.4,60.6,45.3,4.4,17.8,4.8,2.6,-0.1,-0.6,Yellow,Yellow,8.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,407,43,NDA,41.79061716,-87.67192466
609813,Charles S Brownell Elementary School,ES,6741 S Michigan Ave ,Chicago,60637,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,20,Very Weak,16,Strong,79,Very Strong,82,Weak,Very Weak,19,Average,48,Weak,46,92.80%,14.1,95.50%,100.00%,NDA,NDA,24.3,17,38.8,63.1,36.8,32.4,67.6,47.2,NDA,NDA,12.9,8.8,1.5,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,310,42,NDA,41.77163474,-87.62170972
609883,Charles S Deneen Elementary School,ES,7240 S Wabash Ave ,Chicago,60619,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Probation,No,Average,55,Weak,33,Average,49,Average,51,Very Weak,Average,49,NDA,NDA,NDA,NDA,93.80%,39.5,97.10%,100.00%,45.9,NDA,20.6,18.4,51.8,44.3,20,26.8,61.3,54.4,2.2,4.4,9.4,6.8,2.8,-0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,551,46,NDA,41.76250359,-87.62338156
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,4320 W 5th Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,41,Weak,27,Average,44,Average,48,Weak,Weak,34,Average,48,Weak,46,93.90%,12.3,96.90%,100.00%,49,NDA,28.4,33.1,50,54.7,31.9,36.3,59.3,47.4,15.6,11.1,13.1,9.7,-1,0.1,Red,Yellow,48.9,23.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,430,36,NDA,41.87084922,-87.73355414
609897,Charles W Earle Elementary School,ES,6121 S Hermitage Ave ,Chicago,60636,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,24,NDA,NDA,Strong,62,Strong,71,NDA,NDA,NDA,Average,53,Average,48,93.80%,16.9,94.60%,100.00%,37.5,36.8,44.1,20.8,56.1,73.8,38.6,25,59.4,50.7,12,20,9.8,5.6,1.1,-0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,331,43,NDA,41.78230211,-87.66777712
610248,Chicago Academy Elementary School,ES,3400 N Austin Ave ,Chicago,60634,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,66,NDA,NDA,Average,40,Weak,22,NDA,NDA,NDA,Average,47,Average,51,96.30%,6,96.10%,100.00%,NDA,NDA,66.3,62.6,66.7,68.8,62.9,64.9,57.5,62.4,26.7,46.7,41.9,30.3,-0.1,1.8,Yellow,Green,50,53.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,601,30,NDA,41.94215439,-87.77650575
610340,Chicago Academy High School,HS,3400 N Austin Ave ,Chicago,60634,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,58,Weak,35,Average,57,Average,53,Average,Average,57,NDA,NDA,NDA,NDA,93.10%,6.3,96.10%,97.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,14.4,16.3,16.1,1.5,18.4,23.9,70.1,64.2,502,30,80.6,41.94215439,-87.77650575
609753,Chicago High School for Agricultural Sciences,HS,3857 W 111th St ,Chicago,60655,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Very Strong,87,Strong,77,Average,49,Average,47,Average,Average,40,Average,52,Strong,55,92.80%,5.2,95.20%,96.80%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,16.1,16.5,16.9,17.4,1.3,20.4,30.7,70.7,79.6,579,49,88.1,41.69119388,-87.71773863
609754,Chicago Military Academy High School,HS,3519 S Giles Ave ,Chicago,60653,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,32,NDA,NDA,Weak,23,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.30%,28.2,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.8,14.4,15.2,15.6,0.8,17.4,24.4,83.6,69.3,483,40,88.1,41.83053768,-87.61917837
609674,Chicago Vocational Career Academy High School,HS,2100 E 87th St ,Chicago,60617,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,27,Average,43,Weak,21,Weak,30,Weak,Weak,39,NDA,NDA,NDA,NDA,68.80%,33.3,94.60%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.5,12.6,13.8,13.2,0.7,14.3,7,49.5,54,833,47,44.1,41.73720173,-87.57324389
609899,Christian Ebinger Elementary School,ES,7350 W Pratt Ave ,Chicago,60631,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,78,Strong,72,Strong,66,Average,50,Weak,Strong,62,Average,52,Weak,43,95.90%,9.3,95.20%,97.00%,84.7,61.5,81.2,68.5,63.3,82.2,77.4,69.4,56.8,70.1,34.5,53.4,50.6,40.2,0.5,1.4,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,650,30,NDA,42.00443557,-87.81116435
609705,Christian Fenger Academy High School,HS,11220 S Wallace St ,Chicago,60628,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Weak,36,Weak,28,Average,41,Weak,32,Average,Average,42,NDA,NDA,NDA,NDA,74.40%,49.8,95.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.1,12.9,13.3,1.3,14,11.3,34.8,36.7,688,48,68.2,41.68993885,-87.63760833
609863,Christopher Columbus Elementary School,ES,1003 N Leavitt St ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,66,NDA,NDA,Average,57,Average,55,NDA,NDA,NDA,Strong,54,Average,48,95.50%,2.4,96.90%,92.60%,77,72.3,59.2,48.7,57.7,62.5,76.2,56.9,78.8,63,40,45,42,30.5,1.1,1.6,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,309,35,NDA,41.89958139,-87.68190167
609790,Clara Barton Elementary School,ES,7650 S Wolcott Ave ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,25,Average,42,Weak,28,Weak,34,Strong,Average,59,Average,51,Average,49,91.70%,25.3,96.40%,100.00%,64.3,NDA,27,22.8,51.8,55.3,27.4,22.4,45.3,52.9,6.5,13,8.1,5.7,-0.5,-0.3,Yellow,Yellow,60,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,602,43,NDA,41.75421962,-87.67096453
610347,Claremont Academy Elementary School,ES,2300 W 64th St ,Chicago,60636,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,36,Weak,33,Average,50,Average,51,Strong,Average,59,Weak,46,Average,52,92.50%,64.2,96.20%,100.00%,58.7,60.5,40.9,22.5,52.3,66.9,46,31.7,72.5,61,14.9,14.9,12.1,8.1,0.3,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,531,43,NDA,41.77753754,-87.68108634
610499,Collins Academy High School,HS,1313 S Sacramento Dr ,Chicago,60623,AUSL Schools,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,60,Average,42,Average,51,Average,46,Average,Average,48,Strong,54,Strong,56,91.40%,2.9,96.60%,98.70%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.5,12.5,14.2,14.1,1.6,15.6,20.5,NDA,NDA,409,37,70.4,41.86416169,-87.70200761
610170,Columbia Explorers Elementary Academy,ES,4520 S Kedzie Ave ,Chicago,60632,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,59,Strong,64,Average,59,Strong,63,Strong,Strong,72,Average,52,Strong,55,95.40%,8.9,97.10%,100.00%,67.6,30.5,27.4,32.5,44.4,48.7,41.6,49.3,52.8,59.6,17.7,27.8,17.1,13.8,0.8,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1038,39,NDA,41.81105689,-87.70423481
