School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,ZIP Code,Network Manager,Collaborative Name,Adequate Yearly Progress Made? ,CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Teachers Icon ,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Latitude,Longitude
610145,Peter A Reinberg Elementary School,ES,3425 N Major Ave ,Chicago,60634,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,60,Average,51,Weak,35,Weak,30,Strong,Average,54,Average,47,Weak,45,95.80%,8.2,95.70%,99.50%,70.9,46.3,50.6,39.6,51.3,66,45,39.1,56.3,49.6,19.8,25.7,24,14.7,-0.3,0.5,Yellow,Yellow,25,80.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,30,NDA,41.94300407,-87.76894541
609867,Peter Cooper Elementary Dual Language Academy,ES,1624 W 19th St ,Chicago,60608,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.20%,5.7,96.30%,100.00%,62.7,28.7,37.1,26.1,43.5,44.6,NDA,NDA,NDA,NDA,NDA,NDA,9.6,10.7,0.5,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,709,39,NDA,41.85605839,-87.66724753
610147,Philip Rogers Elementary School,ES,7345 N Washtenaw Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Very Strong,81,Strong,76,Strong,68,Strong,62,Strong,Strong,64,Average,53,Average,51,96.40%,3,95.10%,100.00%,77.3,50.9,49.8,47.2,60.9,61.9,73,52.7,75.1,53.6,37.3,52.5,34.3,28.3,0.7,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,735,32,NDA,42.01526618,-87.69714858
609777,Phillip D Armour Elementary School,ES,950 W 33rd Pl ,Chicago,60608,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,36,NDA,NDA,Weak,34,Very Weak,14,NDA,NDA,NDA,Average,53,Average,51,93.90%,16,95.80%,98.00%,67.7,26.5,16.5,24,37.8,43.6,29.8,24,51.5,44.9,3.8,11.5,10.1,8.7,-0.5,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,40,NDA,41.8338821,-87.65061898
610090,Phillip Murray Elementary Language Academy,ES,5335 S Kenwood Ave ,Chicago,60615,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,66,NDA,NDA,Weak,34,Weak,37,NDA,NDA,NDA,Strong,56,Average,53,95.60%,3.5,95.90%,100.00%,70.2,NDA,66.9,67.4,55.1,61.8,43.6,58,53,42,NDA,NDA,35,36,-0.4,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,533,46,NDA,41.79852501,-87.59330352
609981,Phobe Apperson Hearst Elementary School,ES,4640 S Lamon Ave ,Chicago,60638,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,33,NDA,NDA,Weak,31,Weak,27,NDA,NDA,NDA,Weak,45,Weak,44,92.10%,25.5,95.80%,97.90%,52.2,48.8,14.9,10.7,29.7,40,29.5,22.2,50,47.1,7.1,10.7,4.9,6.7,-0.2,-1.6,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,44,NDA,41.80818821,-87.74576315
610304,Phoenix Military Academy High School,HS,145 S Campbell Ave ,Chicago,60612,West Side High School Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,53,NDA,NDA,Average,59,Strong,78,NDA,NDA,NDA,Average,52,Average,48,92.10%,4.3,97.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,14.9,15.9,15.9,1.2,18.6,33.9,74.8,51.3,461,38,74.1,41.87885054,-87.68865058
610013,Pilsen Elementary Community Academy,ES,1420 W 17th St ,Chicago,60608,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,43,Average,40,Average,49,Average,55,Very Weak,Weak,37,NDA,NDA,NDA,NDA,96.00%,9.4,96.70%,100.00%,58.1,36.1,23.7,19.4,46.3,46.7,35.7,33.3,50,51.2,NDA,NDA,18,12.8,-1,0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,447,39,NDA,41.85887606,-87.6622254
610135,Portage Park Elementary School,ES,5330 W Berteau Ave ,Chicago,60641,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,62,NDA,NDA,Average,46,Weak,32,NDA,NDA,NDA,Average,48,Average,53,94.20%,3.7,95.90%,100.00%,67.3,33.8,53.7,41.6,45.9,61.1,62.8,55.3,51.2,44.1,27.1,37.4,22.9,21.1,-0.2,0.8,Yellow,Green,22,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,30,NDA,41.9570151,-87.76100593
610138,Pulaski International Academy Elmentary School,ES,2230 W McLean Ave ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,68,Average,45,Average,54,Average,57,Weak,Weak,23,Average,47,Average,47,96.10%,1.7,96.20%,100.00%,75.2,48.5,38.3,38.5,54.5,58.3,56.7,46,71.1,56.7,33.3,44,24.2,19.4,0.5,1.2,Green,Green,37.3,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,35,NDA,41.91851374,-87.68380061
609842,Rachel Carson Elementary School,ES,5516 S Maplewood Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,38,Weak,36,Average,45,Average,56,Weak,Weak,36,Average,50,Average,51,97.60%,3.9,97.70%,100.00%,68.5,NDA,44,35,63.2,75.8,40.8,45.5,59.8,59.5,18.1,24.4,19.4,12.2,-0.4,0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1222,43,NDA,41.79325514,-87.68783576
609902,Ralph H Metcalfe Elementary Community Academy,ES,12339 S Normal Ave ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Average,48,Average,50,94.90%,22.3,95.50%,100.00%,43.2,20.9,27.5,26.2,47.3,42.7,51.1,34.6,60.5,57.6,13.6,40.7,18.2,12.6,-0.7,-0.3,Red,Yellow,24.6,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,489,48,NDA,41.6694559,-87.63426928
610141,Ravenswood Elementary School,ES,4332 N Paulina St ,Chicago,60613,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,46,NDA,NDA,Average,42,Average,41,NDA,NDA,NDA,Average,53,Weak,44,94.90%,8.1,95.70%,100.00%,78.7,NDA,46.9,45.9,62.2,74.5,39.8,51.9,67.6,59.4,4.3,34.8,18.9,13.7,-0.4,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,465,33,NDA,41.96074129,-87.67095905
609769,Ray Graham Training Center High School,HS,2347 S Wabash Ave ,Chicago,60616,South Side High School Network,SOUTH SIDE COLLABORATIVE,NDA,Not Applicable,No,Very Strong,90,Very Strong,82,Average,52,Weak,39,Strong,Average,52,Average,53,Strong,58,86.30%,3.7,94.30%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,18.8,10.3,NDA,137,40,NDA,41.84969736,-87.6252787
609903,Richard Edwards Elementary School,ES,4815 S Karlov Ave ,Chicago,60632,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,48,Average,48,Weak,38,Average,41,Average,Average,49,Average,49,Average,47,95.30%,10.3,96.80%,96.10%,73.3,42.8,46.5,26.3,52.2,62.5,32.7,27.6,44.1,50.8,11,28.4,17.6,11.4,-0.7,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1503,44,NDA,41.80552325,-87.72581893
610291,Richard Henry Lee Elementary School,ES,6448 S Tripp Ave ,Chicago,60629,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,59,NDA,NDA,Average,46,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,21.8,95.30%,96.10%,55.7,29.4,46.9,28.5,51.2,60.6,56.3,30.7,60.1,43.7,30.1,22.1,15.6,7.6,0,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,44,NDA,41.77532831,-87.72892174
610239,Richard J Daley Elementary Academy,ES,5024 S Wolcott Ave ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,29,Average,40,Weak,37,Average,46,Average,Average,42,Weak,46,Average,47,94.90%,44.2,96.00%,98.40%,50.8,26.4,36.5,13.3,52.6,63.9,43.4,25.5,70.4,55.6,16.7,5.6,14.4,5.3,1,0.5,Green,Yellow,13.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,797,42,NDA,41.80234381,-87.67224309
610102,Richard J Oglesby Elementary School,ES,7646 S Green St ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,44,Average,40,Average,49,Average,49,Average,Weak,32,Weak,46,Weak,46,94.40%,25.4,96.90%,100.00%,NDA,NDA,26.9,18.8,46.4,48.2,32.5,30.7,58.1,56.7,14.3,22.9,5.1,7.5,0.7,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,402,45,NDA,41.75469091,-87.64550666
609702,Richard T Crane Technical Preparatory High School,HS,2245 W Jackson Blvd ,Chicago,60612,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,43,NDA,NDA,Average,50,Average,48,NDA,NDA,NDA,Average,47,Weak,46,57.90%,19.9,93.90%,99.10%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,11.9,13.2,13.6,1.6,14,3.7,48,32.6,478,38,40.9,41.87747384,-87.68324922
610234,Richard Yates Elementary School,ES,1839 N Richmond St ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,42,NDA,NDA,Strong,66,Strong,73,NDA,NDA,NDA,Average,51,Strong,55,93.70%,5.6,96.20%,98.60%,60.4,55.8,41.3,18,42.9,53.5,42.2,20.2,41.3,51.7,21.8,9.1,15.2,5.4,-0.2,-1,Yellow,Red,28.6,77.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,690,34,NDA,41.91502858,-87.70024324
609695,Roald Amundsen High School,HS,5110 N Damen Ave ,Chicago,60625,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,51,Average,44,Average,43,Average,42,Weak,Average,41,Weak,43,Weak,41,81.10%,8.7,95.90%,99.20%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.8,13.9,14.9,14.8,1,16.7,16,64.6,49.1,1532,31,72.2,41.97507922,-87.67952139
610350,Robert A Black Magnet Elementary School,ES,9101 S Euclid Ave ,Chicago,60619,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Not on Probation,No,Strong,68,NDA,NDA,Strong,63,Average,58,NDA,NDA,NDA,Strong,55,Weak,46,96.00%,0.4,93.70%,100.00%,NDA,NDA,46.1,59.9,61.7,73.1,37.4,58.4,54,55.4,18.5,33.3,20.1,21,0,0,Yellow,Yellow,20.4,36.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,474,47,NDA,41.72965645,-87.57660534
609906,Robert Emmet Elementary School,ES,5500 W Madison St ,Chicago,60644,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,37,NDA,NDA,Strong,64,Strong,71,NDA,NDA,NDA,Average,51,Strong,54,89.80%,30.1,94.80%,100.00%,68.1,67.4,28.8,17,48,67.3,15.1,27.4,56.9,63.4,8.9,20,12.9,13.3,1,1.2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,460,36,NDA,41.88037642,-87.76327497
609929,Robert Fulton Elementary School,ES,5300 S Hermitage Ave ,Chicago,60609,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Average,46,Average,41,Strong,63,Strong,63,Average,Weak,39,Weak,45,Average,49,95.10%,10.1,96.80%,100.00%,40.7,NDA,17.9,10.3,41.2,40.9,50.4,7.9,70.8,49.6,10.6,6.4,9.6,1.1,0.9,-0.9,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,466,43,NDA,41.79754288,-87.66847093
609979,Robert Healy Elementary School,ES,3010 S Parnell Ave ,Chicago,60616,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,63,NDA,NDA,Average,54,Weak,36,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.60%,11.3,97.10%,99.10%,84,NDA,72.1,62.8,63.4,80,64.3,68.5,61.4,69.3,38.6,52.9,45.1,29.9,-0.3,0.6,Yellow,Green,18.9,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1384,40,NDA,41.83957045,-87.64037683
610045,Robert H Lawrence Elementary School,ES,9928 S Crandon Ave ,Chicago,60617,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Probation,No,Very Weak,19,Weak,29,Average,40,Average,51,Weak,Weak,30,NDA,NDA,NDA,NDA,90.70%,14,95.30%,100.00%,56.7,35.9,9,14.6,41.2,31,8,15.8,37.3,40.6,5.3,15.8,2.7,3.4,-1.4,-1.3,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,371,47,NDA,41.71440176,-87.56716721
609956,Robert L Grimes Elementary School,ES,5450 W 64th Pl ,Chicago,60638,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,79,Strong,64,Average,56,Average,59,Strong,Strong,71,Average,53,Average,49,95.20%,5,95.60%,100.00%,58.8,39.4,37.4,39.7,50.7,50.3,45.5,57.3,51,58.7,17.4,32.6,22.1,18.8,-0.4,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,486,44,NDA,41.77549238,-87.75876919
610391,Robert Lindblom Math & Science Academy High School,HS,6130 S Wolcott Ave ,Chicago,60636,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,66,NDA,NDA,Strong,75,Very Strong,85,NDA,NDA,NDA,Strong,55,Average,51,92.70%,2.1,95.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,49.1,70.2,61.7,37.6,-1.2,-0.8,Red,Yellow,61.1,78.2,18,18.5,19.1,19,1,22.2,29.1,68.9,85.9,916,43,83.3,41.7820428,-87.67169858
610252,Robert Nathaniel Dett Elementary School,ES,2306 W Maypole Ave ,Chicago,60612,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,48,NDA,NDA,Average,51,Strong,65,NDA,NDA,NDA,Average,51,Strong,57,94.40%,6.9,94.80%,100.00%,84.3,58.8,29.4,16.2,37.9,55.4,31.4,26.7,56.3,29.6,8,12,24.4,15.4,0.4,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,250,35,NDA,41.88401623,-87.68472465
609759,Roberto Clemente Community Academy High School,HS,1147 N Western Ave ,Chicago,60622,West Side High School Network,WEST SIDE COLLABORATIVE,No,Probation,No,Average,44,Weak,31,Weak,39,Weak,34,Weak,Weak,25,NDA,NDA,NDA,NDA,69.60%,20.6,94.20%,99.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,12.3,14,13.3,0.7,15.4,12.5,49.5,41.5,1016,35,58.9,41.90262318,-87.68686934
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,1501 N Greenview Ave ,Chicago,60622,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,55,NDA,NDA,Weak,39,Weak,37,NDA,NDA,NDA,Weak,45,Average,53,94.80%,0.9,96.20%,100.00%,70,38.7,31,29.5,44.7,54.3,38.9,34.7,55.6,50,15,20,9.3,11.3,-0.4,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,319,35,NDA,41.90891372,-87.66505758
609733,Roger C Sullivan High School,HS,6631 N Bosworth Ave ,Chicago,60626,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,30,Average,44,Weak,34,Weak,34,Average,Weak,33,Weak,44,Weak,45,81.60%,14.7,95.80%,94.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,13.2,13.8,13.5,0.9,15.4,14.8,39.3,52.1,826,32,68.6,42.00268694,-87.66915533
610091,Ronald Brown Elementary Community Academy,ES,12607 S Union Ave ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,31,Weak,26,Average,52,Weak,33,Average,Average,45,Average,52,Strong,55,93.80%,35.6,96.30%,98.10%,62.7,32,28,33.7,57.1,47.4,37.9,33,62.4,66.7,4,32,13.4,12.5,0.6,1.4,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,283,48,NDA,41.66484509,-87.63892027
610282,Ronald E McNair Elementary School,ES,4820 W Walton St ,Chicago,60651,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,31,Weak,30,Average,56,Average,59,Weak,Weak,20,Average,47,Average,53,90.70%,52.8,96.50%,100.00%,65.4,47.7,36.6,27,47,55.1,36.1,26.8,45.7,54.9,4.5,9.1,9.8,5.6,-1.2,-1.7,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,422,36,NDA,41.8978464,-87.74674645
609826,Rosario Castellanos Elementary School,ES,2524 S Central Park Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Not on Probation,No,Weak,36,Weak,24,Weak,34,Weak,20,Very Weak,Weak,31,Weak,46,Average,48,96.30%,24.3,96.90%,100.00%,NDA,NDA,34.8,18.8,49.8,58.5,33.3,17.2,61,48.5,7.5,15.1,8,6.2,-0.8,-0.6,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,525,37,NDA,41.84544296,-87.71496352
610056,Roswell B Mason Elementary School,ES,4217 W 18th St ,Chicago,60623,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Probation,No,Weak,37,Average,47,Average,44,Average,58,Average,Weak,36,Average,51,Strong,54,92.40%,31,95.00%,94.50%,48.4,NDA,8.1,20.3,34.2,31.2,12.9,28.4,24.3,39.8,5.7,26.9,4.2,5.8,-2.1,-0.8,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,479,36,NDA,41.85685194,-87.73049117
610027,Rudyard Kipling Elementary School,ES,9351 S Lowe Ave ,Chicago,60620,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Average,52,NDA,NDA,Average,42,Average,42,NDA,NDA,NDA,Average,53,Average,51,94.70%,23.4,96.00%,97.80%,76.2,52.5,49.7,44.4,64.5,58.2,51.6,46.3,57.1,50.3,13.7,31.4,20.9,21.2,-0.6,0.2,Red,Yellow,16,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,445,49,NDA,41.72365391,-87.63948475
610250,Rueben Salazar Elementary Bilingual Center,ES,160 W Wendell St ,Chicago,60610,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Strong,64,NDA,NDA,Average,54,Average,53,NDA,NDA,NDA,Average,52,Average,47,95.10%,44.6,95.80%,100.00%,68.3,33.1,61.7,50.8,53.3,75.7,43.6,60.2,54.3,65.6,22.6,64.5,20.5,15.5,0.9,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,444,33,NDA,41.90144445,-87.63373912
609995,Rufus M Hitch Elementary School,ES,5625 N McVicker Ave ,Chicago,60646,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,Yes,Strong,64,Strong,77,Average,55,Average,58,Strong,Strong,70,Strong,55,Strong,54,95.10%,3.7,96.60%,98.60%,73.7,27.6,62.2,51.7,50,67.8,56.5,54.8,52,63.3,22.9,37.5,29.5,24.7,-0.1,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,542,30,NDA,41.98367756,-87.77908614
609853,Salmon P Chase Elementary School,ES,2021 N Point St ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,55,Weak,28,Average,59,Weak,39,Weak,Weak,27,NDA,NDA,NDA,NDA,95.40%,18.5,95.80%,98.60%,63,26.7,40.6,25,57.3,72.1,47.1,36.8,70.2,56.8,23.1,23.1,17.1,11,-0.6,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,504,35,NDA,41.91801539,-87.69454144
609943,Samuel Gompers Fine Arts Options Elementary School,ES,12302 S State St ,Chicago,60628,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Not on Probation,No,Weak,34,Average,42,Average,48,Average,52,Average,Average,59,Average,49,Average,47,93.60%,54.2,96.00%,100.00%,NDA,NDA,36.9,30.1,57.9,56.5,36.8,29.5,67.5,56.3,3.9,15.7,13.5,8.5,0.4,-0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,285,48,NDA,41.67058298,-87.62258098
610155,Sauganash Elementary School,ES,6040 N Kilpatrick Ave ,Chicago,60646,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Not on Probation,No,Very Strong,99,NDA,NDA,Strong,76,Strong,61,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.30%,1.5,95.40%,92.90%,85.6,50.4,68.5,75.7,66.9,70.2,81.4,80.1,58.7,57.8,57.1,69.6,49.1,34.5,2.2,0.3,Green,Yellow,35.7,78.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,549,31,NDA,41.99117332,-87.74599137
609805,Scott Joplin Elementary School,ES,7931 S Honore St ,Chicago,60620,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,35,Weak,29,Average,44,Average,53,Average,Weak,34,Average,52,Average,50,95.00%,44.5,94.60%,97.70%,NDA,NDA,27.8,27.4,66.9,49.4,33.1,29.6,49.7,61.6,11.8,31.4,9.8,12.2,0.2,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,538,43,NDA,41.74934082,-87.66932903
609968,Sharon Christa McAuliffe Elementary School,ES,1841 N Springfield Ave ,Chicago,60647,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Probation,Yes,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,Average,52,Strong,56,93.90%,14.2,95.70%,98.90%,64.7,25.1,34.4,24.4,39.5,56.1,27.5,21.6,37.5,44.7,NDA,NDA,10.4,11,-1,-0.9,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,862,34,NDA,41.91480732,-87.72389409
610157,Sidney Sawyer Elementary School,ES,5248 S Sawyer Ave ,Chicago,60632,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Not on Probation,No,Average,57,Weak,30,Average,41,Weak,39,Weak,Weak,29,Average,49,Average,52,96.80%,7.4,96.40%,100.00%,67.8,NDA,37,34.9,58.5,65.8,36.8,44.2,57.5,54.1,19.1,27,18.7,12.7,-0.4,0.4,Red,Yellow,17.6,82.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1846,44,NDA,41.79752155,-87.70504311
610283,Simon Guggenheim Elementary School,ES,7141 S Morgan St ,Chicago,60621,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Probation,No,Weak,30,NDA,NDA,Weak,38,Weak,22,NDA,NDA,NDA,Average,48,Average,47,90.90%,29.5,93.10%,100.00%,NDA,NDA,3.5,9.8,33.3,31.6,16.2,15.3,38.6,40.9,4.5,13.6,4.2,6.6,-1.7,0.9,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,291,45,NDA,41.76391032,-87.64908807
